"Character name	title	descriptions	attributes	agent_verbs	patient_verbs	tsne_1_weighted_descriptions_embeddings	tsne_2_weighted_descriptions_embeddings	tsne_3_weighted_descriptions_embeddings	labels"
"Max Zorin	['owner', 'journalist']	['fall', 'abandon', 'arrive', 'escape', 'pay', 'try', 'unveil', 'identify', 'abduct', 'hold', 'attack', 'own', 'try', 'fall', 'abandon', 'arrive', 'escape', 'pay', 'try', 'unveil', 'identify', 'abduct', 'hold', 'attack', 'own', 'try', 'confront', 'finance', 'buy', 'own', 'kill', 'alert', 'train', 'confront', 'finance', 'buy', 'own', 'kill', 'alert', 'train', 'henchman', 'estate', 'owner', 'learning', 'woman', 'plan', 'horse', 'bodyguard', 'mine', 'product', 'henchman', 'estate', 'owner', 'learning', 'woman', 'plan', 'horse', 'bodyguard', 'mine', 'product', 'owner', 'journalist']	['henchman', 'estate', 'owner', 'learning', 'woman', 'plan', 'horse', 'bodyguard', 'mine', 'product', 'henchman', 'estate', 'owner', 'learning', 'woman', 'plan', 'horse', 'bodyguard', 'mine', 'product']	['fall', 'abandon', 'arrive', 'escape', 'pay', 'try', 'unveil', 'identify', 'abduct', 'hold', 'attack', 'own', 'try', 'fall', 'abandon', 'arrive', 'escape', 'pay', 'try', 'unveil', 'identify', 'abduct', 'hold', 'attack', 'own', 'try']	['confront', 'finance', 'buy', 'own', 'kill', 'alert', 'train', 'confront', 'finance', 'buy', 'own', 'kill', 'alert', 'train']	-7.906704	-0.4034703	-36.03123	17"
"Bucky		['fall', 'recruit', 'attack', 'free', 'unit', 'conversation', 'dead']	['unit', 'conversation', 'dead']	['fall']	['recruit', 'attack', 'free']	7.007321	-22.552143	-17.372435	51"
"Alonzo D. Emmerich	['lawyer']	['put', 'need', 'listen', 'agree', 'put', 'hear', 'catch', 'come', 'lawyer', 'betrayal', 'kind', 'hideaway', 'lawyer']	['lawyer', 'betrayal', 'kind', 'hideaway']	['put', 'need', 'listen', 'agree']	['put', 'hear', 'catch', 'come']	41.46855	-0.8860476	5.8522964	34"
"Tommy		['cause', 'let', 'reveal', 'persuade', 'regain', 'set', 'belong', 'suggest', 'outplay', 'hold', 'want', 'devise', 'quote', 'cause', 'travel', 'invite', 'remove', 'sell', 'introduce', 'remind', 'tension', 'awkwardness', 'order', 'stepbrother', 'goal', 'ability', 'Chicago', 'Chicago']	['tension', 'awkwardness', 'order', 'stepbrother', 'goal', 'ability', 'Chicago', 'Chicago']	['cause', 'let', 'reveal', 'persuade', 'regain', 'set', 'belong', 'suggest', 'outplay', 'hold', 'want', 'devise', 'quote', 'cause', 'travel', 'invite']	['remove', 'sell', 'introduce', 'remind']	-1.8086146	6.4014974	2.5823486	5"
"Paul Barish		['attempt', 'arrive', 'sabotage', 'marry', 'arrive', 'arrest', 'back', 'escape', 'show', 'son', 'warrant']	['son', 'warrant']	['attempt', 'arrive', 'sabotage', 'marry']	['arrive', 'arrest', 'back', 'escape', 'show']	27.175392	1.6420319	6.533219	54"
"Sara		['hang', 'die', 'live', 'believe', 'depress', 'torment', 'player', 'life', 'blind', 'death', 'house', 'death', 'stay', 'sister', 'neighbour', 'death', 'grave', 'boyfriend']	['player', 'life', 'blind', 'death', 'house', 'death', 'stay', 'sister', 'neighbour', 'death', 'grave', 'boyfriend']	['hang', 'die', 'live']	['believe', 'depress', 'torment']	-4.5464935	-5.66729	14.261963	48"
"Isaac		['enter', 'go', 'take', 'confront', 'confront', 'find', 'go', 'persuade', 'confront', 'collect', 'kidnap', 'card', 'shoulder', 'shoulder', 'hand', 'corpse', 'distraught']	['card', 'shoulder', 'shoulder', 'hand', 'corpse', 'distraught']	['enter', 'go', 'take', 'confront', 'confront', 'find']	['go', 'persuade', 'confront', 'collect', 'kidnap']	1.6486614	12.592604	3.4267426	5"
"Michael McManus		['attack', 'discover', 'convince', 'kill', 'thief', 'partner', 'fence']	['thief', 'partner', 'fence']	['attack', 'discover', 'convince']	['kill']	17.990168	28.383924	14.009265	47"
"Dean Keaton	['police officer']	['fake', 'attack', 'speak', 'tell', 'take', 'discover', 'leave', 'speak', 'kill', 'shoot', 'idea', 'lawyer', 'officer', 'called', 'police officer']	['idea', 'lawyer', 'officer', 'called']	['fake', 'attack', 'speak', 'tell', 'take', 'discover', 'leave']	['speak', 'kill', 'shoot']	16.715683	4.4891367	31.688334	28"
"Sgt. Jeffrey 'Jeff' Rabin	['Sergeant']	['office', 'board', 'office', 'office', 'Sergeant']	['office', 'board', 'office', 'office']			-11.454637	-19.470562	-16.329079	44"
"Susan Gardner		['drive', 'help', 'quit', 'daughter', 'house']	['daughter', 'house']	['drive']	['help', 'quit']	39.65744	-3.3507056	-7.96124	65"
"John Benedict		['form', 'come', 'ignore', 'shoot', 'follow', 'reaction', 'bond']	['reaction', 'bond']	['form', 'come', 'ignore']	['shoot', 'follow']	-1.244876	5.9058204	29.666143	20"
"Shel		['organise', 'go', 'encourage', 'hide', 'wife']	['wife']	['organise', 'go', 'encourage']	['hide']	13.484269	-18.7974	23.986998	15"
"Gal		['reveal', 'find', 'look', 'soldier', 'invite', 'stab', 'lay']		['reveal', 'find', 'look', 'soldier']	['invite', 'stab', 'lay']	3.239891	16.133394	29.383633	29"
"Fiona	['manager']	['take', 'carve', 'go', 'call', 'member', 'manager']	['member']	['take', 'carve', 'go']	['call']	-13.47231	14.468546	-26.195911	16"
"Jay		['go', 'use', 'chase', 'suffer', 'soldier', 'flee', 'agree', 'knock', 'find', 'crown', 'recognise', 'take', 'folder', 'Outside', 'doctor', 'hand']	['folder', 'Outside', 'doctor', 'hand']	['go', 'use', 'chase', 'suffer', 'soldier', 'flee', 'agree']	['knock', 'find', 'crown', 'recognise', 'take']	0.31841087	8.513727	-7.5552173	5"
"Trevor Bowman		['hide', 'escape', 'make', 'escape', 'take', 'friend', 'rescuing', 'station']	['friend', 'rescuing', 'station']	['hide', 'escape', 'make']	['escape', 'take']	21.248938	0.26521102	-17.121717	53"
"Roy O'Bannon		['shoot', 'come', 'bury', 'ride', 'point', 'fight', 'save', 'tell', 'take', 'follow', 'tell', 'loose', 'break', 'spend', 'propose', 'find', 'leave', 'decide', 'take', 'masquerade', 'occupy', 'overhear', 'encounter', 'commandeer', 'wander', 'catch', 'pursue', 'confront', 'try', 'take', 'find', 'catch', 'limit', 'show', 'arrive', 'tell', 'jump', 'meet', 'devastate', 'use', 'try', 'push', 'ask', 'knight', 'mouth', 'gang', 'Chinese', 'City', 'vice', 'fight', 'actual', 'client']	['mouth', 'gang', 'Chinese', 'City', 'vice', 'fight', 'actual', 'client']	['shoot', 'come', 'bury', 'ride', 'point', 'fight', 'save', 'tell', 'take', 'follow', 'tell', 'loose', 'break', 'spend', 'propose', 'find', 'leave', 'decide', 'take', 'masquerade', 'occupy', 'overhear', 'encounter', 'commandeer', 'wander', 'catch', 'pursue', 'confront', 'try']	['take', 'find', 'catch', 'limit', 'show', 'arrive', 'tell', 'jump', 'meet', 'devastate', 'use', 'try', 'push', 'ask', 'knight']	0.56792444	9.065357	6.5400705	5"
"Sissy Frenchfry	['student']	['President', 'choose', 'win', 'man', 'friend', 'student']	['friend']	['President', 'choose', 'win', 'man']		-8.05613	-6.0818934	32.90311	13"
"Viarel 'Domnu' Bebe		['drop', 'suggest', 'meet', 'grow', 'perform', 'discover', 'leave', 'meet', 'meeting']	['meeting']	['drop', 'suggest', 'meet', 'grow', 'perform', 'discover', 'leave']	['meet']	27.955498	-27.99739	-0.9973731	4"
"Daniel		['find', 'follow', 'name', 'hearing', 'rest']	['hearing', 'rest']	['find', 'follow']	['name']	28.26346	12.291587	-15.814853	24"
"John Kramer		['target', 'begin', 'marry', 'kill', 'ex-wife', 'autopsy', 'depression', 'incapable']	['ex-wife', 'autopsy', 'depression', 'incapable']	['target', 'begin', 'marry']	['kill']	17.991798	29.478722	15.380265	47"
"Lakshman K. Bhargav		['find', 'know', 'relocate', 'take', 'go', 'ask', 'son', 'rescue']	['son', 'rescue']	['find', 'know', 'relocate', 'take']	['go', 'ask']	22.889585	-2.5842462	-16.50055	53"
"Zhang Huike		['wander', 'apologize', 'leave', 'look', 'reunite', 'find', 'suppose', 'go']		['wander', 'apologize', 'leave', 'look']	['reunite', 'find', 'suppose', 'go']	17.053106	-17.230309	-10.222057	52"
"Marky		['torture', 'capture', 'bait', 'use', 'kill', 'named']	['named']		['torture', 'capture', 'bait', 'use', 'kill']	36.00824	10.845261	-4.5713053	12"
"Shane Dalton	['scientist']	['twin', 'live', 'get', 'close', 'help', 'chase', 'date', 'crush', 'twin', 'boyfriend', 'help', 'crush', 'nature', 'vegetarian', 'scientist']	['date', 'crush', 'twin', 'boyfriend', 'help', 'crush', 'nature', 'vegetarian']	['twin', 'live', 'get', 'close']	['help', 'chase']	-31.09769	3.862281	20.753136	3"
"Marcus	['intern']	['go', 'feel', 'help', 'chase', 'help', 'intern']	['help']	['go', 'feel']	['help', 'chase']	-16.17008	6.551602	-31.875208	23"
"Mallick		['take', 'retrieve', 'pass', 'activate', 'awaken', 'take', 'body']	['body']	['take', 'retrieve', 'pass', 'activate', 'awaken']	['take']	-22.98069	13.88582	12.937334	19"
"Peter Strahm		['close', 'place', 'take', 'kill', 'learn', 'cut', 'find', 'stalk', 'draw', 'follow', 'travel', 'bring', 'meet', 'release', 'enter', 'urge', 'seal', 'meet', 'phone', 'belief']	['phone', 'belief']	['close', 'place', 'take', 'kill', 'learn', 'cut', 'find', 'stalk', 'draw', 'follow', 'travel']	['bring', 'meet', 'release', 'enter', 'urge', 'seal', 'meet']	-0.95429325	10.563262	-1.5911982	5"
"Jordan Sands		['put', 'start', 'step', 'rule', 'return', 'offer', 'manage', 'rely', 'become', 'save', 'stay', 'become', 'kill', 'claim', 'cure', 'call', 'kill', 'develop', 'vaporize', 'capture', 'fight', 'rule', 'minute', 'stage', 'eye', 'curse', 'side', 'foot', 'stage', 'killing', 'minute']	['minute', 'stage', 'eye', 'curse', 'side', 'foot', 'stage', 'killing', 'minute']	['put', 'start', 'step', 'rule', 'return', 'offer', 'manage', 'rely', 'become', 'save', 'stay', 'become']	['kill', 'claim', 'cure', 'call', 'kill', 'develop', 'vaporize', 'capture', 'fight', 'rule']	3.2567534	3.7728693	5.7358813	5"
"Shosanna Dreyfus		['seize', 'run', 'Attracted', 'escape', 'see', 'allow', 'clip', 'clip', 'teenage']	['clip', 'clip', 'teenage']	['seize', 'run', 'Attracted']	['escape', 'see', 'allow']	7.2164936	9.437932	1.507496	5"
"Bridget von Hammersmark	['film star']	['learn', 'learn', 'fool', 'rendezvous', 'meet', 'shoe', 'escort', 'film star']	['shoe', 'escort']	['learn']	['learn', 'fool', 'rendezvous', 'meet']	-5.6758785	-34.29364	-13.586701	35"
"Raghu		['sacrifice', 'win', 'learn', 'grandson', 'play', 'succeed', 'love', 'father']	['love', 'father']	['sacrifice', 'win', 'learn', 'grandson', 'play', 'succeed']		1.9399492	-26.978268	-3.9578123	7"
"Karen Corelli		['look', 'live', 'happen', 'live', 'attack', 'experienced', 'murder']	['experienced', 'murder']	['look', 'live', 'happen']	['live', 'attack']	-20.140888	-27.270111	8.971401	60"
"Missy Eldridge		['get', 'kidnap', 'go', 'allow', 'find', 'name', 'mitten', 'search', 'disappearance']	['mitten', 'search', 'disappearance']		['get', 'kidnap', 'go', 'allow', 'find', 'name']	26.72783	11.761097	-9.467669	24"
"Sirius Black		['escape', 'send', 'explain', 'begin', 'escape', 'dog', 'enter', 'godfather', 'search', 'attack', 'accuse', 'convict', 'kill', 'explain', 'attack', 'rescue', 'Fudge', 'discussing', 'word', 'fight', 'force', 'supporter', 'likely', 'large', 'innocent']	['Fudge', 'discussing', 'word', 'fight', 'force', 'supporter', 'likely', 'large', 'innocent']	['escape', 'send', 'explain', 'begin', 'escape', 'dog', 'enter', 'godfather', 'search']	['attack', 'accuse', 'convict', 'kill', 'explain', 'attack', 'rescue']	18.630527	1.1912553	-10.808488	53"
"Peter Pettigrew		['manage', 'follow', 'see', 'escape', 'name']	['name']	['manage']	['follow', 'see', 'escape']	29.79766	10.400924	-12.322412	24"
"Lincoln Hawk		['offer', 'refuse', 'sacrifice', 'tell', 'start', 'distrust', 'come', 'take', 'send', 'rescue', 'leave', 'pick', 'leave', 'learn', 'tell', 'intercept', 'find', 'hat', 'arrest', 'compete', 'suite', 'wife', 'triumphant', 'regular', 'suite', 'underdog', 'trucker', 'despondent']	['suite', 'wife', 'triumphant', 'regular', 'suite', 'underdog', 'trucker', 'despondent']	['offer', 'refuse', 'sacrifice', 'tell', 'start', 'distrust', 'come', 'take', 'send', 'rescue', 'leave', 'pick', 'leave']	['learn', 'tell', 'intercept', 'find', 'hat', 'arrest', 'compete']	4.208818	-1.9737917	-6.8839226	5"
"Julie Clapet		['play', 'resist', 'descend', 'make', 'daughter']	['daughter']	['play', 'resist', 'descend']	['make']	13.95769	-27.212383	18.139057	21"
"Roy Munson	['manager']	['visit', 'run', 'cover', 'reside', 'enter', 'sit', 'state', 'see', 'discover', 'blame', 'agree', 'decide', 'roll', 'catch', 'return', 'introduce', 'bowl', 'drive', 'tell', 'produce', 'portray', 'try', 'approach', 'help', 'convince', 'convert', 'abandon', 'give', 'convince', 'convince', 'take', 'disgruntled', 'way', 'attitude', 'exploitation', 'hand', 'bet', 'able', 'prodigy', 'manager']	['disgruntled', 'way', 'attitude', 'exploitation', 'hand', 'bet', 'able', 'prodigy']	['visit', 'run', 'cover', 'reside', 'enter', 'sit', 'state', 'see', 'discover', 'blame', 'agree', 'decide', 'roll', 'catch', 'return', 'introduce', 'bowl', 'drive', 'tell', 'produce', 'portray', 'try']	['approach', 'help', 'convince', 'convert', 'abandon', 'give', 'convince', 'convince', 'take']	-15.434773	14.104448	-28.637074	16"
"Jailer Arun Mehra	['Inspector General']	['find', 'believe', 'reserve', 'save', 'General', 'life', 'mom', 'General', 'Inspector General']	['General', 'life', 'mom', 'General']	['find', 'believe', 'reserve']	['save']	28.505745	-8.43432	-19.040226	31"
"Naina Kolhapurkar		['marry', 'join', 'join', 'will', 'dance', 'find', 'daughter']	['daughter']	['marry', 'join', 'join']	['will', 'dance', 'find']	15.775183	-30.268314	13.690102	21"
"Patrick Foley		['watch', 'die', 'die', 'decide', 'return']		['watch', 'die', 'die', 'decide']	['return']	-24.573648	-12.570356	-22.199097	32"
"Cindy Beck		['investigate', 'fail', 'find', 'see', 'save', 'son', 'aid']	['son', 'aid']	['investigate', 'fail', 'find']	['see', 'save']	24.490263	-7.40921	-18.68865	31"
"Gibson	['detective']	['discover', 'send', 'go', 'locate', 'send', 'detective', 'detective']	['detective']	['discover', 'send', 'go', 'locate', 'send']		29.404806	-1.4625381	26.45025	6"
"Prince Philip	['Prince']	['return', 'crown', 'free', 'find', 'claim', 'serve', 'young', 'Prince']	['young']	['return']	['crown', 'free', 'find', 'claim', 'serve']	-20.3632	-13.6124325	-25.15649	32"
"Gwyn		['save', 'tell', 'live', 'life', 'heart', 'daughter', 'father']	['life', 'heart', 'daughter', 'father']	['save', 'tell', 'live']		-18.67725	-25.426683	9.891313	60"
"Namkeen		['agree', 'name', 'happen', 'impersonate', 'ask']		['agree', 'name', 'happen']	['impersonate', 'ask']	30.223246	16.09221	-10.539159	24"
"Sir Robert Cargrave	['physician']	['send', 'become', 'arrive', 'conceive', 'come', 'refuse', 'see', 'tell', 'advise', 'agree', 'will', 'help', 'miss', 'confront', 'find', 'try', 'mention', 'note', 'note', 'effort', 'physician']	['note', 'note', 'effort']	['send', 'become', 'arrive', 'conceive', 'come', 'refuse', 'see', 'tell', 'advise', 'agree', 'will', 'help']	['miss', 'confront', 'find', 'try', 'mention']	-35.5624	4.351674	6.6075716	26"
"Baron Sardonicus		['ask', 'realize', 'demand', 'let', 'tell', 'lie', 'write', 'come', 'scream', 'arrive', 'tell', 'inject', 'rename', 'doom', 'enquiry', 'anger', 'enquiry', 'mysterious', 'servant', 'wife', 'face', 'condition', 'front', 'servant', 'front', 'cruelty', 'skeptical']	['enquiry', 'anger', 'enquiry', 'mysterious', 'servant', 'wife', 'face', 'condition', 'front', 'servant', 'front', 'cruelty', 'skeptical']	['ask', 'realize', 'demand', 'let', 'tell', 'lie', 'write', 'come', 'scream', 'arrive']	['tell', 'inject', 'rename', 'doom']	-1.8405415	-2.233564	-9.793478	5"
"Zora Williams		['leave', 'barge', 'take', 'spend', 'send', 'leave', 'visit', 'spend', 'send']		['leave', 'barge', 'take', 'spend', 'send']	['leave', 'visit', 'spend', 'send']	-22.193035	-14.11393	8.762692	46"
"Buddy Slade		['open', 'dedicate', 'learn', 'invite', 'prepare', 'give', 'reclaim', 'await', 'reclaim', 'mean', 'meet', 'marriage', 'love', 'year', 'love', 'daughter']	['marriage', 'love', 'year', 'love', 'daughter']	['open', 'dedicate', 'learn', 'invite', 'prepare', 'give', 'reclaim']	['await', 'reclaim', 'mean', 'meet']	6.1974616	-5.996978	-4.759318	5"
"Camille Montes	['General']	['kill', 'discover', 'avenge', 'follow', 'follow', 'pull', 'rescue', 'rescuing', 'family', 'General']	['rescuing', 'family']	['kill', 'discover', 'avenge', 'follow']	['follow', 'pull', 'rescue']	25.295332	-1.609395	-16.617329	53"
"Mitchell	['bodyguard']	['search', 'chase', 'flat', 'bodyguard', 'bodyguard']	['flat', 'bodyguard']		['search', 'chase']	-23.387547	27.172066	-0.5560407	45"
"Eric Dale	['boss']	['sit', 'attempt', 'escort', 'tell', 'locate', 'bos', 'project', 'boss']	['bos', 'project']	['sit', 'attempt']	['escort', 'tell', 'locate']	4.426773	36.01899	-14.883477	22"
"Kathleen Crowe	['Lt.']	['go', 'arrange', 'look', 'answer', 'find', 'change', 'claim', 'escort', 'process', 'find', 'partner', 'daughter', 'Lt.']	['partner', 'daughter']	['go', 'arrange', 'look', 'answer', 'find', 'change', 'claim', 'escort', 'process']	['find']	-25.600714	21.109266	-0.92320234	45"
"Chitralekha		['go', 'forget', 'dance', 'remember', 'convince', 'marry', 'curse']	['curse']	['go', 'forget', 'dance', 'remember']	['convince', 'marry']	4.150648	-24.211851	-6.4083514	7"
"Damon		['chase', 'fail', 'proceed', 'attempt', 'chase', 'rape', 'son']	['son']	['chase', 'fail', 'proceed', 'attempt']	['chase', 'rape']	21.010183	-14.925127	17.480465	14"
"Anna Shetty		['stab', 'kidnap', 'hear', 'join', 'realize', 'get', 'arrive', 'brother']	['brother']	['stab', 'kidnap', 'hear', 'join', 'realize', 'get']	['arrive']	17.633224	-9.729619	21.702887	39"
"Sandy		['tell', 'murder', 'get', 'murder', 'leave', 'brother']	['brother']	['tell', 'murder']	['get', 'murder', 'leave']	25.885921	0.27300972	16.653915	59"
"Tamara		['become', 'jump', 'kick', 'return', 'rescue', 'interest', 'jump', 'tell', 'possess', 'interest', 'release', 'return', 'scream', 'monastery', 'carriage', 'capture', 'importance', 'exchanging', 'blood', 'student']	['scream', 'monastery', 'carriage', 'capture', 'importance', 'exchanging', 'blood', 'student']	['become', 'jump', 'kick', 'return', 'rescue', 'interest']	['jump', 'tell', 'possess', 'interest', 'release', 'return']	4.299998	1.9996176	2.5491657	5"
"Wilbur		['say', 'manage', 'name', 'go', 'enter', 'take', 'friend', 'sty', 'special']	['friend', 'sty', 'special']	['say', 'manage', 'name', 'go']	['enter', 'take']	28.87894	9.419047	-13.066422	24"
"Nettie Cleary		['suggest', 'break', 'reject', 'thrill', 'mother']	['mother']	['suggest', 'break', 'reject']	['thrill']	9.312074	-23.678116	12.454869	21"
"Inspector Rakesh Kadam	['police officer', 'Inspector']	['shoot', 'seek', 'shoot', 'seek', 'salute', 'salute', 'inspector', 'Goa', 'clear', 'wife', 'inspector', 'Goa', 'clear', 'wife', 'police officer', 'Inspector']	['inspector', 'Goa', 'clear', 'wife', 'inspector', 'Goa', 'clear', 'wife']	['shoot', 'seek', 'shoot', 'seek']	['salute', 'salute']	17.165516	5.6408663	30.982943	28"
"Kavya G. Bhosle		['stop', 'stop', 'fall', 'daughter', 'sister']	['daughter', 'sister']	['stop', 'stop', 'fall']		6.887784	-21.83785	-21.824024	51"
"Zack		['decide', 'remind', 'go', 'end', 'remind', 'find', 'brother', 'brother']	['brother', 'brother']	['decide', 'remind', 'go', 'end', 'remind']	['find']	24.962889	-15.855778	6.582217	50"
